"fj:MuFangJiQuShiGaoJiaFuLingMangXiaoTang_JinKui","木防己去石膏加茯苓芒硝汤证（痰饮）","lj:Taiyin_Instance","zz:KeNi,zz:XinXiaPi,zz:MianSeHei","mx:Pulse_ChenJin","","","【金匮12-24】"
"fj:ZeXieTang_JinKui","泽泻汤证（痰饮）","lj:Taiyin_Instance","zz:XinXiaYouZhiYin,zz:TouYun","","","【金匮12-25】",""
"fj:FuLingJianZhongTang","茯苓建中汤证","lj:Taiyin_Instance","zz:XinXiaYin,zz:FuMan","","","【金匮12-26】",""
"fj:GanSuiBanXiaTang_JinKui","甘遂半夏汤证（痰饮）","lj:Taiyin_Instance","zz:LiuYin,zz:XinXiaJianMan","","","【金匮12-27】",""
"fj:ShiZaoTang_JinKui","十枣汤证（悬饮）","lj:Taiyang_Instance","zz:XuanYin,zz:KeXieYinTong","","","【金匮12-28】",""
"fj:DaQingLongTang_JinKui","大青龙汤证（溢饮）","lj:Taiyang_Instance","zz:YiYin,zz:ShenTiTengZhong","","","【金匮12-29】",""
"fj:XiaoQingLongTang_JinKui","小青龙汤证（溢饮）","lj:Taiyang_Instance","zz:YiYin,zz:ShenTiTengZhong","","","【金匮12-29】",""
"fj:LingGuiZhuGanTang_JinKui","苓桂术甘汤证（痰饮）","lj:Taiyin_Instance","zz:XinXiaYouTanYin,zz:XiongXieZhiMan,zz:MuXuan","mx:Pulse_ChenXian","","","【金匮12-30】"
"fj:ZeXieTang_JinKui","泽泻汤证（支饮）","lj:Taiyin_Instance","zz:KuMaoXuan","","","【金匮12-31】",""
"fj:FuLingGanCaoTang_ZhiYin","茯苓甘草汤证（支饮）","lj:Taiyin_Instance","zz:ZhiYin,zz:KeNi","","","【金匮12-32】",""
"fj:HouPoDaHuangTang","厚朴大黄汤证","lj:Yangming_Instance","zz:ZhiYin,zz:XiongMan","","","【金匮12-33】",""
"fj:XuanFuHuaTang_JinKui","旋覆花汤证（肝着）","lj:Jueyin_Instance","zz:XiongBi,zz:ChangYuTaQiXiongShang","","","【金匮12-34】",""
"fj:ZiCanTang_JinKui","紫参汤证（肺痈）","lj:Jueyin_Instance","zz:ZhiYin,zz:KeNi","","","【金匮12-35】",""
"fj:QianJinWeiJingTang_JinKui","葶苈大枣泻肺汤证（支饮）","lj:Taiyang_Instance","zz:ZhiYin,zz:KeNi","","","【金匮12-36】",""
"fj:XiaoBanXiaTang_ZhiYin","小半夏汤证（支饮）","lj:Taiyin_Instance","zz:ZhiYin,zz:OuTu,zz:BuKe","","","【金匮12-37】",""
"fj:XiaoBanXiaJiaFuLingTang","小半夏加茯苓汤证","lj:Taiyin_Instance","zz:ZhiYin,zz:KeNi,zz:OuTu","","","【金匮12-38】",""
"fj:FangJiJiaoMuZhuLiDaHuangWan","防己椒目葶苈大黄丸证","lj:Taiyin_Instance","zz:FuMan,zz:KouSheGanZao,zz:ChangJianYouShuiQi","","","【金匮12-39】",""
"fj:XiaoBanXiaJiaFuLingTang_JinKui","小半夏加茯苓汤证（水饮）","lj:Taiyin_Instance","zz:GeJianYouShuiQi,zz:OuTuXuanJi","","","【金匮12-40】",""
"fj:WuLingSan_JinKui","五苓散证（水饮）","lj:Taiyang_Instance","zz:QiXiaJi,zz:TuXianMo,zz:TouXuan","","","【金匮12-41】",""
"fj:GanCaoMaHuangTang_LiShui","甘草麻黄汤证（水气病）","lj:Taiyang_Instance","zz:LiShui,zz:ShenMuHuangZhong","mx:Pulse_Chen","","","【金匮14-5】"
"fj:YueBiJiaZhuTang_JinKui","越婢加术汤证（水气病）","lj:Taiyang_Instance","zz:LiShui,zz:ShenMuHuangZhong","mx:Pulse_Chen","","","【金匮14-5】"
"fj:FangJiFuLingTang","防己茯苓汤证","lj:Taiyang_Instance","zz:PiShui,zz:SiZhiZhong,zz:PiFuZhongHongHongDong","","","【金匮14-6】",""
"fj:YueBiTang_JinKui","越婢汤证（水气病）","lj:Taiyang_Instance","zz:FengShui,zz:EFeng,zz:YiShenXiZhong,zz:BuKe,zz:ZiHanChu,zz:WuDaRe","mx:Pulse_Fu","","","【金匮14-7】"
"fj:FuLingGanCaoTang_LiShui","茯苓甘草汤证（水气病）","lj:Taiyin_Instance","zz:ShuiQi,zz:XiaoBianBuLi,zz:Ke","","","【金匮14-8】",""
"fj:MaHuangFuZiGanCaoTang_LiShui","麻黄附子甘草汤证（水气病）","lj:Shaoyin_Instance","zz:ShuiQi,zz:MaiChen","mx:Pulse_Chen","","","【金匮14-9】"
"fj:MaHuangJiaZhuTang_LiShui","麻黄加术汤证（水气病）","lj:Taiyang_Instance","zz:ShuiQi,zz:ShenZhong","mx:Pulse_Fu","","","【金匮14-9】"
"fj:HuangQiShaoYaoGuiZhiTang_JinKui","黄芪芍药桂枝汤证（黄汗）","lj:Taiyang_Instance","zz:HuangHan,zz:ShenTiZhong,zz:Re,zz:Ke","mx:Pulse_Chen","","","【金匮14-11】"
"fj:GuiZhiJiaHuangQiTang_HuangHan","桂枝加黄芪汤证（黄汗）","lj:Taiyang_Instance","zz:HuangHan,zz:YiShangHanChu,zz:YaoKuiChiTong,zz:ShenZhong","","","【金匮14-12】",""
"fj:YinChenHaoTang_JinKui","茵陈蒿汤证（黄疸）","lj:Yangming_Instance","zz:HuangDan,zz:XiaoBianBuLi,zz:FuMan","","","【金匮15-13】",""
"fj:XiaoShiFanShiSan","硝石矾石散证","lj:Jueyin_Instance","zz:NvLao,zz:FuMan,zz:ShenJinHuang,zz:EShangHei,zz:ZuXiaRe","","","【金匮15-14】",""
"fj:ZhiZiDaHuangTang_JinKui","栀子大黄汤证（黄疸）","lj:Yangming_Instance","zz:HuangDan,zz:XinZhongAoNong,zz:ReTong","","","【金匮15-15】",""
"fj:ZhuGaoFaJian_JinKui","猪膏发煎证（黄疸）","lj:Yangming_Instance","zz:HuangDan,zz:JinYeKuZao,zz:SeAnBuMing","","","【金匮15-16】",""
"fj:YinChenWuLingSan","茵陈五苓散证","lj:Taiyang_Instance","zz:HuangDan,zz:XiaoBianBuLi","","","【金匮15-18】",""
"fj:DaHuangXiaoShiTang_JinKui","大黄硝石汤证（黄疸）","lj:Yangming_Instance","zz:HuangDan,zz:FuMan,zz:XiaoBianBuLi,zz:ZiHan","","","【金匮15-19】",""
"fj:MuLiZeXieSan","牡蛎泽泻散证","lj:Taiyin_Instance","zz:DaBingChaHou,zz:YaoYiXiaYouShuiQi","","","【金匮15-21】",""
"fj:HuangTuTang","黄土汤证","lj:Taiyin_Instance","zz:XiaXue,zz:XianBianHouXue,zz:SeAnDan","","","【金匮16-15】",""
"fj:ChiXiaoDouDangGuiSan_JinKui","赤小豆当归散证（便血）","lj:Taiyang_Instance","zz:XiaXue,zz:XianXueHouBian,zz:SeXianHong","","","【金匮16-16】",""
"fj:XieXinTang","泻心汤证（吐血）","lj:Yangming_Instance","zz:TuXue,zz:QiBuZu","","","【金匮16-17】",""
"fj:BaiYeTang","柏叶汤证","lj:Taiyin_Instance","zz:TuXueBuZhi","","","【金匮16-18】",""
"fj:WangBuLiuXingSan","王不留行散证","lj:Taiyang_Instance","zz:JinChuang,zz:ShenYouChuang","","","【金匮16-19】",""
"fj:PaiNongSan","排脓散证","lj:Yangming_Instance","zz:ChuangYong,zz:YouNong","","","【金匮16-20】",""
"fj:PaiNongTang","排脓汤证","lj:Yangming_Instance","zz:ChuangYong,zz:YouNong","","","【金匮16-20】",""
"fj:YiYiFuZiBaiJiangSan_JinKui","薏苡附子败酱散证（肠痈）","lj:Yangming_Instance","zz:ShenTiJiaCuo,zz:FuPiJi,zz:AnZhiRu,zz:RuZhongZhuang","","","【金匮18-3】",""
"fj:DaHuangMuDanTang_JinKui","大黄牡丹汤证（肠痈）","lj:Yangming_Instance","zz:ShaoFuZhongPi,zz:AnZhiJiTong,zz:FaRe,zz:ZiHan,zz:EHan","","","【金匮18-4】",""
"fj:ZhiShiSan","枳实散证","lj:Jueyin_Instance","zz:GuShan","","","【金匮19-7】",""
"fj:GuiZhiFuLingWan","桂枝茯苓丸证","lj:Jueyin_Instance","zz:ZhengJia,zz:LouXiaBuZhi,zz:TaiDong","","","【金匮20-2】",""
"fj:JiaoAiTang","胶艾汤证","lj:Taiyin_Instance","zz:BanChanHouXuXiaXue,zz:FuTong","","","【金匮20-4】",""
"fj:DangGuiShaoYaoSan","当归芍药散证","lj:Taiyin_Instance","zz:FuZhongJiaoTong,zz:ShuiZhong","","","【金匮20-5】",""
"fj:GanJiangRenShenBanXiaWan","干姜人参半夏丸证","lj:Taiyin_Instance","zz:RenShen,zz:OuTuBuZhi","","","【金匮20-6】",""
"fj:DangGuiBeiMuKuShenWan","当归贝母苦参丸证","lj:Shaoyin_Instance","zz:RenShen,zz:XiaoBianNan","","","【金匮20-7】",""
"fj:KuiHuaFuLingSan","葵子茯苓散证","lj:Taiyang_Instance","zz:RenShen,zz:ShuiQi,zz:XiaoBianBuLi,zz:TouXuan","","","【金匮20-8】",""
"fj:DangGuiSan","当归散证","lj:Taiyin_Instance","zz:RenShen,zz:ChangFu","","","【金匮20-9】",""
"pattern_id","pattern_name","liujing","symptom_list","pulse_list","tongue_list","jianjia_list","clause"
"fj:XiaoChaiHuTang_ChanHou","小柴胡汤证（产后郁冒）","lj:Shaoyang_Instance","zz:ChanHou,zz:YuMao,zz:OuBuNengShi,zz:DaBianJian,zz:DanTouHanChu","mx:Pulse_WeiRuo","","","【金匮21-2】"
"fj:DaChengQiTang_ChanHou","大承气汤证（产后胃实）","lj:Yangming_Instance","zz:ChanHou,zz:YuMaoJie,zz:NengShi,zz:BaQiRiGengFaRe","","","【金匮21-3】",""
"fj:DangGuiShengJiangYangRouTang_ChanHou","当归生姜羊肉汤证（产后腹痛）","lj:Taiyin_Instance","zz:ChanHou,zz:FuZhongJiaoTong","","","【金匮21-4】",""
"fj:ZhiShiShaoYaoSan","枳实芍药散证","lj:Jueyin_Instance","zz:ChanHou,zz:FuTong,zz:FanManBuDeWo","","","【金匮21-5】",""
"fj:XiaYuXueTang","下瘀血汤证","lj:Jueyin_Instance","zz:ChanHou,zz:FuZhongYouYuXueZhuQiXia","","","【金匮21-6】",""
"fj:ZhuYeTang","竹叶汤证","lj:Taiyang_Instance","zz:ChanHou,zz:ZhongFeng,zz:FaRe,zz:MianChi,zz:TouTong,zz:HanChu,zz:Chuan","mx:Pulse_XianShu","","","【金匮21-7】"
"fj:ZhuPiDaWan","竹皮大丸证","lj:Jueyin_Instance","zz:ChanHou,zz:FanLuan,zz:OuNi,zz:WuWaiZheng","","","【金匮21-8】",""
"fj:BaiTouWengJiaGanCaoEJiaoTang","白头翁加甘草阿胶汤证（产后下利）","lj:Jueyin_Instance","zz:ChanHou,zz:XiaLi","mx:Pulse_XuJi","","","【金匮21-9】"
"fj:BanXiaHouPoFuLingShengJiangTang","半夏厚朴茯苓生姜汤证","lj:Jueyin_Instance","zz:YanZhongRuYouZhiRou","","","【金匮22-5】",""
"fj:GanCaoXiaoMaiDaZaoTang","甘草小麦大枣汤证","lj:Jueyin_Instance","zz:ZangZao,zz:BeiShangYuKu,zz:ShuQianShen,zz:XiangRuShenLingSuoZuo","","","【金匮22-6】",""
"fj:WenJingTang_Fuke","温经汤证（妇人杂病）","lj:Jueyin_Instance","zz:NianWuShiSuo,zz:XiaXueShuRiBuZhi,zz:MuJiFaRe,zz:ShaoFuLiJi,zz:FuMan,zz:ShouZhangFanRe,zz:ChunKouGanZao","","","【金匮22-9】",""
"fj:TuGuaGenSan","土瓜根散证","lj:Jueyin_Instance","zz:JingShuiBuLi,zz:ShaoFuManTong,zz:HuoYiYueZaiJing","","","【金匮22-10】",""
"fj:XuanFuHuaTang_Fuke","旋覆花汤证（妇人半产漏下）","lj:Jueyin_Instance","zz:BanChan,zz:LouXia","","","【金匮22-11】",""
"fj:JiaoJiangTang","胶姜汤证","lj:Taiyin_Instance","zz:FuRenXianJingLouXia,zz:SeHeiRuKuai","","","【金匮22-12】",""
"fj:DaHuangGanSuiEJiaoTang","大黄甘遂阿胶汤证","lj:Taiyin_Instance","zz:FuRenShaoFuManRuDunZhuang,zz:XiaoBianWeiNan,zz:BuKe","","","【金匮22-13】",""
"fj:DiDangTang_Fuke","抵当汤证（妇人经水不利）","lj:Taiyang_Instance","zz:FuRenShiFuTong,zz:JingShuiShiXingShiZhi","","","【金匮22-14】",""
"fj:FanShiWan","矾石丸证","lj:Jueyin_Instance","zz:FuRenJingShuiBi,zz:ZangJianBi,zz:XiaBaiWuBuZhi","","","【金匮22-15】",""
"fj:HongLanHuaJiu","红蓝花酒证","lj:Jueyin_Instance","zz:FuRenLiuShiErZhongFeng,zz:FuZhongQiXueRuCiTong","","","【金匮22-16】",""
"fj:DangGuiShaoYaoSan_Fuke","当归芍药散证（妇人腹中痛）","lj:Taiyin_Instance","zz:FuRenFuZhongZhuJiTong","","","【金匮22-17】",""
"fj:XiaoJianZhongTang_Fuke","小建中汤证（妇人腹中痛）","lj:Taiyin_Instance","zz:FuRenFuZhongZhuJiTong","","","【金匮22-18】",""
"fj:ShenQiWan_Fuke","肾气丸证（妇人转胞）","lj:Shaoyin_Instance","zz:FuRen,zz:YinShiRuGu,zz:FanReBuDeWo,zz:ErFanYiXi","","","【金匮22-19】",""
"fj:SheChuangZiSan","蛇床子散证","lj:Jueyin_Instance","zz:FuRenYinHan","","","【金匮22-20】",""
"fj:LangYaTang","狼牙汤证","lj:Jueyin_Instance","zz:YinZhongChuang,zz:ShiLan","","","【金匮22-21】",""
"fj:ZhuGaoFaJian_Fuke","猪膏发煎证（妇人阴吹）","lj:Yangming_Instance","zz:WeiQiXiaXie,zz:YinChuiErXuan,zz:RuShiQi","","","【金匮22-22】",""
"fj:JiGuanZiSan","鸡冠子散证","lj:Jueyin_Instance","zz:NanRenGuShan,zz:NvRenYinTui","","","【金匮附方】",""
"fj:ZiShiYingWan","紫石英丸证","lj:Jueyin_Instance","zz:FengHan,zz:FuRenJingShuiBuDiao","","","【金匮附方】",""
"fj:ZhiShiTang","枳实汤证","lj:Yangming_Instance","zz:ShiJi,zz:FuZhang","","","【金匮附方】",""
"fj:MuXiangSan","木香散证","lj:Jueyin_Instance","zz:QiNi,zz:FuTong","","","【金匮附方】",""
"fj:YuLiangWan","禹余粮丸证","lj:Taiyin_Instance","zz:JingShuiBuDiao,zz:XiaLi","","","【金匮附方】",""
"fj:ZhiShiFuZiTang","枳实附子汤证","lj:Taiyin_Instance","zz:HanShan,zz:FuTong","","","【金匮附方】",""
"fj:DangGuiLiuHuangTang","当归硫黄汤证","lj:Shaoyin_Instance","zz:YangXu,zz:JingShuiBuDiao","","","【金匮附方】",""
"fj:FuLingSan","茯苓散证","lj:Taiyin_Instance","zz:ShuiQi,zz:XiaoBianBuLi","","","【金匮附方】",""
"fj:ZhuLingSan","猪苓散证","lj:Taiyang_Instance","zz:ShuiQi,zz:XiaoBianBuLi","","","【金匮附方】",""
"fj:ZeXieWan","泽泻丸证","lj:Taiyin_Instance","zz:XuanYin,zz:Ke","","","【金匮附方】",""
"fj:MuLiSan","牡蛎散证","lj:Jueyin_Instance","zz:XuFan,zz:HanChu","","","【金匮附方】",""
"fj:FuLingGuiZhiWan","茯苓桂枝丸证","lj:Taiyin_Instance","zz:ShuiQi,zz:XinJi","","","【金匮附方】",""
"fj:ZhiShiGanCaoTang","枳实甘草汤证","lj:Yangming_Instance","zz:FuZhang,zz:DaBianJian","","","【金匮附方】",""
"fj:BanXiaSan","半夏散证","lj:Taiyang_Instance","zz:YanTong","","","【金匮附方】",""
"fj:GuiZhiHuangLianTang","桂枝黄连汤证","lj:Jueyin_Instance","zz:ReLi,zz:FuTong","","","【金匮附方】",""
"fj:HuangQinSan","黄芩散证","lj:Shaoyang_Instance","zz:ReLi,zz:FuTong","","","【金匮附方】",""
"fj:FuLingBanXiaTang","茯苓半夏汤证","lj:Taiyin_Instance","zz:OuTu,zz:XinXiaPi","","","【金匮附方】",""
"fj:ZhiZiSan","栀子散证","lj:Yangming_Instance","zz:XuFan,zz:HanChu","","","【金匮附方】",""
"fj:ShiGaoSan","石膏散证","lj:Yangming_Instance","zz:DaKe,zz:ShenRe","","","【金匮附方】",""
"fj:ZhiMuSan","知母散证","lj:Yangming_Instance","zz:Re,zz:Ke","","","【金匮附方】",""
"fj:ShengDiHuangWan","生地黄丸证","lj:Shaoyin_Instance","zz:XuLao,zz:ShaoFuTong","","","【金匮附方】",""
"fj:DanPiSan","丹皮散证","lj:Jueyin_Instance","zz:YuXue,zz:ShaoFuTong","","","【金匮附方】",""
"fj:ChaiHuSan","柴胡散证","lj:Shaoyang_Instance","zz:WangLaiHanRe,zz:XiongMan","","","【金匮附方】",""
"fj:QinPiSan","秦皮散证","lj:Jueyin_Instance","zz:ReLi,zz:YanTong","","","【金匮附方】",""
"fj:ZiShenTang","紫参汤证（附）","lj:Jueyin_Instance","zz:XiaLi,zz:FuTong","","","【金匮附方】",""
"fj:LiuHuangSan","硫黄散证","lj:Shaoyin_Instance","zz:YangXu,zz:HanZheng","","","【金匮附方】",""
"fj:XiongHuangWan","雄黄丸证","lj:Taiyang_Instance","zz:ChongDu,zz:FuTong","","","【金匮附方】",""
"fj:ZhuShaWan","朱砂丸证","lj:Jueyin_Instance","zz:JingKong,zz:XinJi","","","【金匮附方】",""
"fj:SuHeXiangWan","苏合香丸证","lj:Jueyin_Instance","zz:JueNi,zz:FuTong","","","【金匮附方】",""
"fj:SheXiangWan","麝香丸证","lj:Jueyin_Instance","zz:ZhongE,zz:FuTong","","","【金匮附方】",""
